record_id,customer_id,loan_id,banker_id,transaction_date
317,317,612cc317-4501-4fe5-b74e-d69b0ca41d1d,90-4961678,14-08-2022
318,318,bc2acaa2-455e-47db-af61-010a6f9296fc,56-6551806,30-08-2022
319,319,041b2115-347d-49c9-800e-96dc67944c5e,83-7722614,05-08-2022
320,320,4a5ac75a-8663-4731-b5bf-68714a3d16d1,91-8454719,19-08-2022
321,321,d03286af-4db0-4c85-ae8d-e1ae8b463432,46-8326323,01-08-2022
322,322,fe833797-899d-43d9-9b83-edd4f7f2a1db,17-5960538,04-08-2022
323,323,e3acb79a-0ca7-43dc-ba98-bc24d7bc284d,42-3488693,17-08-2022
324,324,2b897130-8d3a-40e2-a8dd-1762fa82904f,79-4907072,27-08-2022
325,325,2f5401c8-8e4b-4a4e-a356-39450411c19c,69-3766552,11-08-2022
326,326,798c0f1f-c32d-4e83-a8a5-87450dc9f228,04-3201771,07-08-2022
327,327,944b2b33-9728-43f4-98aa-b8c5cfdcc27b,19-4765034,05-08-2022
328,328,49a3033a-b4b1-44b6-b0ea-d0122471f6f5,26-7892906,04-08-2022
329,329,2939b6c1-c722-43d6-ba5d-c11405424837,42-1549766,24-08-2022
330,330,41ac9f20-2a9b-4645-b2a1-b010e8038b24,15-2887598,15-08-2022
331,331,3155bcb3-02c6-4a64-9145-6ce0eae5b6e4,86-5248690,29-08-2022
332,332,e3a68162-3f0b-489c-9bf4-a950443d1bce,64-5762691,19-08-2022
333,333,89482d6b-66a9-4c51-afa0-3a332ea7e1b2,35-4164936,09-08-2022
334,334,b3e45f77-ddf9-48a6-995a-041d44cf4380,61-6711847,29-08-2022
335,335,b1eaafa4-9a0c-4d8f-b823-70ed90b201e0,98-1151579,10-08-2022
336,336,3c77c988-5530-4b70-9d8c-9137d1ec0700,24-8396837,14-08-2022
337,337,4e95fb36-67f1-40ed-a07a-6f2d00080ef9,07-1695795,04-08-2022
338,338,9925b9aa-f0a0-499e-95fa-89aba146f1c1,83-1977189,22-08-2022
339,339,f8e4447c-7d10-4896-8c69-0b5f43653c5a,53-6456036,08-08-2022
340,340,b3a86770-56cf-446a-a456-50dcba1cf5b4,55-5734855,29-08-2022
341,341,4dad2645-5c16-4d9c-b829-fb0abd0ed358,88-8499997,14-08-2022
342,342,7749d3f1-f07a-4e3f-9e7d-37a16f17db71,78-5780674,13-08-2022
343,343,6d08759a-8389-4539-af3a-1262bbd75ca8,03-5801967,29-08-2022
344,344,14cc2c8f-00db-4f68-9529-2c128f7cc2c5,05-3910890,10-08-2022
345,345,10419894-4246-4bc4-b90c-a183ba86da1d,71-6009953,28-08-2022
346,346,2d4e0c9f-7e88-42da-af39-5f67c6be542a,73-2654558,24-08-2022
347,347,09a3df60-8e0d-4a18-b90e-e5e4e5be7e1a,10-7988777,27-08-2022
348,348,bf960b14-9092-4957-94fe-ff031f88e9c1,88-1843659,04-08-2022
349,349,5fba99c5-17f1-4265-8905-496075a01ac2,50-7264215,17-08-2022
350,350,ed751049-29e4-4000-90a1-f74f31cdc83d,76-5546372,08-08-2022
351,351,d41f6af1-a341-405d-9c4d-fed98053da4b,51-4875583,05-08-2022
352,352,fcf2447c-ab50-4fd4-83fe-4c55fa3a9e4c,71-7187040,18-08-2022
353,353,daed5bca-7e68-427f-8924-8f713d166621,78-4021598,01-08-2022
354,354,1039ee11-0fbe-4399-bd28-6d76aa02ac79,95-6639047,23-08-2022
355,355,e94a1608-56fc-4ccc-9ccb-e75ea590bc75,93-8757266,02-08-2022
356,356,d9676937-db2d-4223-9b59-928dc173f2c2,31-1460605,15-08-2022
357,357,e9ddf63c-9fe8-466f-9137-c9f03f2fcc94,84-8783169,07-08-2022
358,358,ae2cb820-f76d-47a0-b778-59dc4e54d766,56-6551806,04-08-2022
359,359,eadbc60e-d99c-4cc0-8e7c-9eed032872a4,66-4408344,28-08-2022
360,360,3757c5de-72d7-4b3a-98ff-9befe762c782,94-4238145,30-08-2022
361,361,0e21b95c-4798-4b4a-9c90-b09282b1c476,41-2069333,27-08-2022
362,362,f1139c43-9bfb-4081-b9f8-5660333f1ed7,69-3766552,22-08-2022
363,363,99c77c5a-eb23-41a2-b985-d4192f29066c,80-7810944,28-08-2022
364,364,85fef9bc-49f4-43d0-9bd5-93eeb916d0b2,08-6433961,06-08-2022
365,365,59e97244-39aa-4c6e-b8ae-f870a8b83188,08-0694003,02-08-2022
366,366,5540918c-2818-499e-873b-d9b7904d1ba0,72-2457720,14-08-2022
367,367,9f8f9603-3552-4fd2-bfe2-6f7571d9b722,59-6136985,01-08-2022
368,368,014ff81d-7723-4262-b1a0-d4379c83c062,61-1054895,07-08-2022
369,369,ab6f27df-3850-453b-890d-fef929f0be92,03-7065010,07-08-2022
370,370,89e0e9db-8be8-43b4-bb28-a819272f1ed8,05-3910890,18-08-2022
371,371,ced06321-07ad-4c56-b798-fd246e7cc857,35-4164936,27-08-2022
372,372,0c8237c5-e60f-4f02-9d70-912eaabd6c4d,59-0965845,14-08-2022
373,373,d15f2353-ec0b-419a-9af5-9d97d67d5c4d,33-2283829,08-08-2022
374,374,941b540a-5a3b-408a-a7ca-750a357a35dd,73-2654558,26-08-2022
375,375,bb9f0d1b-31eb-4d5a-927f-da32e297b8eb,03-5081613,18-08-2022
376,376,97992439-a666-4913-9e5a-ae8c4562dc1b,08-0795961,06-08-2022
377,377,cde3b12c-d017-466b-8661-5ebf9df0b621,67-6285961,03-08-2022
378,378,97ee68bc-2170-40f4-88c1-a86174e5d24d,76-5546372,29-08-2022
379,379,9e9fb839-26dc-4934-b595-a2d967df067c,17-8676655,19-08-2022
380,380,102298b3-44e9-4a95-b449-72ee281c2b74,32-5280707,14-08-2022
381,381,7cc53bb1-5d6a-4c11-ab73-16f791be99c1,17-5960538,14-08-2022
382,382,3f10ec38-2354-4251-a8cb-a9d6f1f88c13,64-5762691,25-08-2022
383,383,476ea9ca-824d-43d4-b137-a796164796d4,70-6336105,20-08-2022
384,384,b2a6b404-43b3-43bf-950e-99e8451d8f30,19-4765034,17-08-2022
385,385,a4ac9be4-4b0a-4972-8d73-fe5ad77cd41b,93-2794896,23-08-2022
386,386,f60b89b7-ca99-4d3c-b3d5-16713e296ee7,23-2470101,16-08-2022
387,387,7b16bc09-aa7c-4246-a645-2aed3ebf8514,28-6107702,26-08-2022
388,388,e6d5166b-ce8a-48c5-ab80-0c0882d2e4cb,66-8087214,02-08-2022
389,389,8254f35c-7128-490f-b986-120f1bbeea6d,79-0918535,16-08-2022
390,390,aa61b7dc-5908-42ee-ab14-e2816a439195,98-2590988,15-08-2022
391,391,fc9d0c01-b546-4482-862f-b2477af7e274,37-6739425,08-08-2022
392,392,ee760f2b-bc91-4d98-896c-3154dbf27f83,07-1695795,27-08-2022
393,393,d2dd30bf-826b-4b2c-9a07-33c281462e70,42-3488693,02-08-2022
394,394,cc47fd59-a08c-4bd4-9490-09f9cb629459,53-8502036,20-08-2022
395,395,98317f72-0deb-4ffa-b081-9dd1f5cbb4b9,76-9414112,16-08-2022
396,396,8381b104-c531-400d-9127-634164571f57,08-1124646,19-08-2022
397,397,d0e43c7c-cd5d-4b3c-a2d3-cf4b767a567d,42-1549766,20-08-2022
398,398,f089a23c-0d2a-42f5-86c9-24469b19623a,42-8495764,22-08-2022
399,399,49b70685-c3d2-47ba-9bea-40eede09c8a4,46-8326323,17-08-2022
400,400,05cd9243-6e0e-4ab1-af06-4303faa02d8f,03-2641281,19-08-2022
401,401,77c34c77-b7b8-4b3d-aca9-57e79463f4dc,96-4949608,07-08-2022
402,402,ea1b84e4-e80a-4ca5-ad2b-55bcee47388f,35-2744676,10-08-2022
403,403,81a3ff3e-0611-4e4d-a8a4-57b02cd372ee,72-2457720,07-08-2022
404,404,b6812544-43f8-4c2f-8c28-1fa0b1ad22ae,70-6336105,07-08-2022
405,405,b1492f45-7e76-40fe-a678-2d6b6a0bfc99,74-2503637,09-08-2022
406,406,2025ce2e-076d-40cc-bfa3-6bbc810e8d33,43-9958344,22-08-2022
407,407,c77b689a-e19c-410d-8196-268e745bff1c,84-0102772,05-08-2022
408,408,38e230e0-9a57-42e8-bdcc-d3e8dc933588,11-0621082,08-08-2022
409,409,a0e78d27-252e-4726-8371-6e00bc83d570,94-4238145,01-08-2022
410,410,f07c3f50-d53f-49ca-8275-50aeba025453,98-2464295,02-08-2022
411,411,2acd4966-54a4-4954-ad11-fd043e7d3f3d,58-8806519,20-08-2022
412,412,8939fcdb-f186-465e-b277-8e4b15888d0c,44-8539248,08-08-2022
413,413,80be387a-129e-4f96-b3a1-afb8cacc3f80,10-7988777,01-08-2022
414,414,59f82a9e-a42c-4080-8c79-7dbd5b02992a,19-0370733,04-08-2022
415,415,66f2871f-933f-4d12-b80d-459ecdaef482,03-9598462,28-08-2022
416,416,9873bf40-0690-4239-baf8-1601c67e4ec9,97-1039271,23-08-2022
417,417,f961dcc6-f801-45a3-bbc6-1354a1fe5bdb,55-5734855,05-08-2022
418,418,9faf2e51-91c9-4384-967e-dc244b5de8be,93-8757266,10-08-2022
419,419,63037acb-6d73-4a4e-8ed3-446668684661,76-5949923,24-08-2022
420,420,896173d0-c7d8-4e0e-b08e-158f80087155,83-7722614,23-08-2022
421,421,81bfe68e-2486-47ee-becd-0b2988be8df9,35-3245602,18-08-2022
422,422,f2779084-edaf-49fb-ba90-3cf7d47bd0e9,95-3256521,27-08-2022
423,423,2fe37df6-6db5-4d88-adf2-e8c33f4ff657,78-4021598,21-08-2022
424,424,07744f31-ac9e-4561-baa8-d1f7883248a2,05-4983398,15-08-2022
425,425,9ccc7fdf-819d-4491-aec4-d52c1ad85584,91-8454719,28-08-2022
426,426,906e77a9-a0a2-46bc-9f47-e98017e478fd,61-6711847,21-08-2022
427,427,7f508ae2-bed9-41ea-99ff-23ba651306b1,61-1054895,14-08-2022
428,428,49df55f8-fc58-443e-959a-29629aadf19d,62-4829318,12-08-2022
429,429,477c4ae6-f2a6-43fd-b0f7-73f550ba0f9c,93-2794896,25-08-2022
430,430,55691e4e-74f5-4210-8ce9-4c38b552de63,56-5369339,06-08-2022
431,431,eabf8402-a8cc-4673-8d37-872db8b979f4,84-8783169,06-08-2022
432,432,c5ac54cc-e00e-4d49-be6a-693f31126eaf,42-7286348,10-08-2022
433,433,c5b79fb0-ddf4-4777-9913-50b29e1cf934,29-5277223,24-08-2022
434,434,16c7c5b7-c190-42e2-94fe-9b337792cde1,96-2477756,10-08-2022
435,435,491067bf-70bc-4337-99fe-f5a3ffaa498f,64-5762691,26-08-2022
436,436,94885600-e521-42fa-b75f-818d908717be,71-6009953,06-08-2022
437,437,8d731885-ef07-4767-9c7a-a887bb59f069,59-0965845,10-08-2022
438,438,79e158d6-db32-4040-81e9-1322ebf30f54,08-1124646,25-08-2022
439,439,a8090133-53e0-4b14-ada4-c499ab609a74,27-0541817,28-08-2022
440,440,b19974b2-a79b-4aa9-b91f-b363fd6b71db,03-5081613,13-08-2022
441,441,d63ddfa4-c863-4668-ac32-293a6677ccac,18-5565639,07-08-2022
442,442,237d3789-a428-412f-9bc6-e06c7232e897,53-8502036,17-08-2022
443,443,8b298726-d1a1-44fd-ae8e-e3a2b017a63b,94-8429592,10-08-2022
444,444,784800f3-c289-481f-b433-aee7eef89bb0,59-6136985,26-08-2022
445,445,46ca49c8-e1ad-45d0-9363-4926a16ca3e4,85-0896789,12-08-2022
446,446,36a85796-dc06-4ae5-9c13-ff9164f1e966,98-2590988,04-08-2022
447,447,b6e7e302-535e-4edb-8c13-435feae1081e,08-0694003,23-08-2022
448,448,c0d7f0d8-6d11-4630-8771-8cb2cbc89da7,53-8547859,23-08-2022
449,449,f3d4b88b-4781-4161-bb67-b98e1a5f8b09,32-5280707,19-08-2022
450,450,924d4bbd-3f5a-4488-87ff-6c3d8b74a04d,44-0876203,12-08-2022
451,451,458f7354-d42b-4921-906c-f1bd4eef1f28,90-4961678,23-08-2022
452,452,696c9920-2a55-4866-9335-97e7ebaa5990,18-5565639,24-08-2022
453,453,4ec5e3b2-0faa-4ec0-a38a-7c9ee86c9424,70-6336105,16-08-2022
454,454,d5688509-accd-4bb3-b0a6-6bd0950c0586,91-2862010,17-08-2022
455,455,dd331e41-3f2e-4006-8a8e-64a452f77e91,86-6798797,07-08-2022
456,456,8c613f79-72a2-4b88-aec1-5fd1f97bed42,58-8806519,14-08-2022
457,457,64e3c623-8f88-44c3-9e84-8bcd7a51e719,01-3699155,16-08-2022
458,458,09508840-5800-4d74-845d-e38b2766454b,97-1039271,26-08-2022
459,459,db08ca1a-72df-4c00-9f18-be1f08e5ed32,03-9598462,28-08-2022
460,460,e159c007-dd02-4cc8-976d-a21529c3e6b3,96-4949608,06-08-2022
461,461,bf8da1e2-69a4-4448-bca1-135dea9d351e,94-8429592,06-08-2022
462,462,8070a32c-f759-40a0-9532-cd266c682d54,23-2470101,24-08-2022
463,463,fba3b90a-c378-4be8-870b-be792abd5e8f,59-0965845,14-08-2022
464,464,aed24e1e-e910-405c-98ea-33993b887094,93-2794896,12-08-2022
465,465,cf9e49dc-5eaf-46c3-b9c0-ece5748ba46e,44-8539248,06-08-2022
466,466,ade93bfa-dab3-44ec-93ca-6d6a1df250d3,33-2283829,20-08-2022
467,467,3155d30e-6cc7-4a80-9561-cf6925e6175e,67-6285961,03-08-2022
468,468,8002d5a3-2259-46ed-b173-4ea5146bf673,96-2477756,20-08-2022
469,469,e0e6aead-c82f-4072-8b1f-f71effd0132b,80-7810944,20-08-2022
470,470,948fdee3-d797-4bea-bbc3-40dff0bf46fb,53-8547859,24-08-2022
471,471,869f4211-c303-4523-97b0-6df529d749ae,04-3201771,19-08-2022
472,472,3ed31159-37bc-419a-80fd-ff7f2c14f704,43-9958344,28-08-2022
473,473,2344d24f-4641-4a07-acac-499ddb899a5f,72-2457720,11-08-2022
474,474,317d25f9-b3f2-4d12-acbc-df11312a0cc3,51-4875583,12-08-2022
475,475,5757be3f-ce8c-49c0-84bb-028af888236d,03-7065010,06-08-2022
476,476,f6932d71-9002-4334-9cde-4a2aa496295d,98-2464295,18-08-2022
477,477,94ea4d12-e7e0-4427-8269-43ee83400ca9,82-5305051,15-08-2022
478,478,d99a0a92-a4e1-4844-9f6e-f05115429608,84-0102772,01-08-2022
479,479,74af0ae4-dd2b-4d52-a845-3722997eed99,16-8049656,21-08-2022
480,480,bfaacd99-5e3f-439b-94f8-7b7dede350bd,50-7264215,20-08-2022
481,481,bc6c635c-1e11-4f4c-8701-57786a0cc235,68-9247614,08-08-2022
482,482,f0a06b91-ae02-4141-b2bd-42f144a4aebf,64-0004025,26-08-2022
483,483,7958eefc-7e32-4c0b-b4f9-97d7b3f67081,34-5753275,18-08-2022
484,484,a535b191-0e2b-4521-b790-3c4783971741,17-8676655,01-08-2022
485,485,73d3f3b0-c460-45cf-b070-4f7e21b5a600,17-5960538,24-08-2022
486,486,cde2e015-bf97-4d0c-9dd8-e2887f6f6665,05-4983398,10-08-2022
487,487,1ca4474d-c75d-444d-9cbe-aae7cf644d60,32-6901998,03-08-2022
488,488,4b3a7a80-f097-4692-9ac3-4cbd0e14bae5,27-0541817,11-08-2022
489,489,2785c8bf-9982-4a93-b50d-f03b26aaad46,86-5248690,27-08-2022
490,490,6f2b1364-8a64-4f4d-b5a5-b6f9dc0b8e78,56-0202232,20-08-2022
491,491,090a5e6f-83ae-4907-a3d7-3d06576da98b,42-8495764,22-08-2022
492,492,1ed974e0-020d-4b9e-98b8-e7ace9e0c6f8,41-6778673,30-08-2022
493,493,7508d6b5-5875-464d-860c-f97310912224,21-6557645,04-08-2022
494,494,e8c23914-fb36-400c-9175-4a591821a4ab,44-0876203,08-08-2022
495,495,b80688d7-9c98-4239-8cec-8d705daba2fc,41-6180351,25-08-2022
496,496,e3a7dc64-c668-4dd0-ac96-861fd27e291a,95-6639047,27-08-2022
497,497,2198abab-3a04-413a-9330-6de535ef8b70,83-7722614,26-08-2022
498,498,defc6bae-ea94-4e3d-a838-60f9472dcb00,62-4829318,21-08-2022
499,499,cdb20f6f-db33-4552-9da6-c00731e90667,37-5234485,21-08-2022
500,500,099f869c-e1d5-4d63-8dbc-8c0730d7e2cc,29-7219353,02-08-2022
501,501,00563118-0b75-4a54-ba6a-db680ade546d,35-9973556,25-08-2022
502,502,19979693-39ea-4d95-aa50-b71644b0d648,71-6009953,15-08-2022
503,503,61408ee3-d6d6-4464-906a-60e07c044c6e,32-6901998,02-08-2022
504,504,4c9ab544-ca43-41d5-b4f6-7f77a348f85b,34-3158464,27-08-2022
505,505,9ab49a95-bf86-4f6b-b180-f969e0b8ef02,84-8783169,03-08-2022
506,506,16939155-735a-4ee5-802e-dce83db5aa87,08-6433961,02-08-2022
507,507,9a923be2-5394-429b-88d4-02c84382e60c,57-9271668,04-08-2022
508,508,56193bb3-a5bc-43bb-adcd-e498191ec094,11-9295346,27-08-2022
509,509,99ebb239-cff0-414a-9aa5-b63d4f7f85ee,90-0814705,30-08-2022
510,510,0495025d-3709-4d86-bf43-3f46a9433a21,58-0520880,07-08-2022
511,511,168d8970-87d5-43cc-aca8-bea0cda783ed,94-8429592,02-08-2022
512,512,a392e2dc-33fc-4782-aa25-06f85d1cf69a,03-0153800,18-08-2022
513,513,f608acba-eefe-4279-84b8-98249f509130,86-6798797,06-08-2022
514,514,5ba290f6-babb-41be-bf7c-c2f7ab19b9d7,35-2744676,15-08-2022
515,515,b36e70ed-4625-418b-8b8c-f12b1610b73b,56-0202232,21-08-2022
516,516,89a35891-1539-4f51-a039-10844c87bf34,60-8811537,26-08-2022
517,517,0d023fb9-e116-43f4-9307-6ff5083606dd,46-8326323,11-08-2022
518,518,79aad6de-e95e-4ab9-8e96-cbdd21a49b06,72-2457720,10-08-2022
519,519,96bfebfd-828b-43ef-8d2f-413d3ea10840,83-7722614,27-08-2022
520,520,1a2e75ae-8acb-4a7b-8564-ebae3e4c5e44,41-2069333,17-08-2022
521,521,5fb33f52-7b84-4b79-a7c5-a73024a63f84,82-5305051,03-08-2022
522,522,bcff56d4-a15c-43ed-8423-09b6bdeea850,66-4408344,11-08-2022
523,523,41741fc9-439d-4266-a3b4-a637645fb199,02-6098382,19-08-2022
524,524,4d659a17-e959-4171-a471-650f0e4ed390,42-1549766,20-08-2022
525,525,80fbc5fa-bd33-42ca-80c5-77c35429cabd,19-0370733,18-08-2022
526,526,abed237b-ca3b-4e47-bb86-911f89b9cbde,93-2794896,21-08-2022
527,527,fd3d263d-acb3-47af-a3fd-5a4c121d635a,37-5234485,26-08-2022
528,528,217b3e92-e030-4dd0-b651-6baa3e6d1c57,56-5369339,20-08-2022
529,529,3f5151e1-2d09-47a3-8144-861128f2e904,04-0288086,30-08-2022
530,530,504d6539-0116-441b-8fb8-90c521c55c3c,90-6830986,22-08-2022
531,531,08b9591f-3d7a-45cb-8e01-4d94a15ab998,74-2503637,15-08-2022
532,532,555d8e5a-df87-4a45-bcbd-e472ffc38abe,79-0918535,17-08-2022
533,533,c287640a-674c-4f64-a03a-3c81f57877ee,83-1977189,18-08-2022
534,534,34ceebf5-fbda-4867-88f4-377bf928c24a,51-4875583,09-08-2022
535,535,b1e57e69-0a6a-4bf5-a4c0-c549d11732c3,96-2477756,18-08-2022
536,536,53e89a1e-1383-4019-941a-391dc6c724ff,79-2670881,14-08-2022
537,537,a5377eff-2941-43c4-95f8-5aef013d3320,96-4949608,02-08-2022
538,538,d796d273-bb8c-4e88-ba23-da07497d7ae7,68-9247614,04-08-2022
539,539,ae9ed866-7b41-4bd3-8466-0b226c6ab7cc,03-4841081,16-08-2022
540,540,d651d41e-4221-4c2b-be68-39858f54b65d,64-5762691,20-08-2022
541,541,fbc21537-bfc6-4bec-ae0d-6bc402d99063,90-4961678,12-08-2022
542,542,4a6866b1-c181-4cdd-bed6-42e754b478d2,91-2862010,24-08-2022
543,543,beb0613e-5ca9-4f6b-9b71-6927de46cf2a,78-2049276,07-08-2022
544,544,297301db-27aa-42a7-8128-d08be7d4e28a,83-1498089,06-08-2022
545,545,69c01896-2569-42cf-8e4c-46a781aaf15e,56-6551806,26-08-2022
546,546,e19544d2-2c47-45c4-8129-baeadf04f389,10-7988777,19-08-2022
547,547,566bceba-f5de-4d57-b4c8-74aa1f8c277e,18-5565639,02-08-2022
548,548,10247a78-185d-41c4-8c98-47855d5202b0,50-7264215,12-08-2022
549,549,2f7bac89-9058-4832-b27e-7e3fa1738870,76-9414112,06-08-2022
550,550,df9b090b-768f-499c-91e0-cbf41097efc2,27-0541817,18-08-2022
551,551,54ba29a0-21fd-41e4-a565-98ecc6f6b302,66-4408344,27-08-2022
552,552,e51fc2ff-b90b-4981-959f-67861a3d65a1,56-5369339,13-08-2022
553,553,91a3de6e-d907-4c35-a7f3-35e562e828ae,32-5280707,21-08-2022
554,554,4daac9e5-7ab6-4d1d-a4e0-3c5c4a80cbf8,76-5949923,29-08-2022
555,555,09084558-4911-4809-91c5-735eb23af250,37-5234485,21-08-2022
556,556,791c2532-619b-4c7f-90e4-75d9a23d339b,25-5268119,11-08-2022
557,557,c389d60d-eeb7-45c2-a995-8f815380b735,82-5305051,05-08-2022
558,558,3942cbff-745a-44c9-973c-de2b3405b1c5,26-7892906,26-08-2022
559,559,7c6bfedc-5b06-4ec8-aaaf-005804b95abd,78-5780674,23-08-2022
560,560,89312ac1-0866-49e2-8dfb-04b7737bc87f,60-8811537,13-08-2022
561,561,e0037728-df21-4570-9ef6-ffe8e9d84e87,83-7722614,16-08-2022
562,562,b3a6d933-154a-4013-a511-9a5d5e21f4ed,29-5277223,05-08-2022
563,563,a702a343-619a-4166-b4d5-736dadde78e2,83-7790252,13-08-2022
564,564,d12c4f43-be04-41c4-b505-02303c8620eb,93-2794896,07-08-2022
565,565,5cbba9d5-fd74-4c37-8052-60a96571b349,35-2744676,29-08-2022
566,566,7a852d72-caa6-4145-8f22-c7aefdc1e215,91-6838638,30-08-2022
567,567,233e30a3-edcf-40ac-ab35-e193e1841d98,42-8495764,07-08-2022
568,568,50d9d63e-dab8-49e2-89c2-a3ce346ebf74,56-0202232,23-08-2022
569,569,a8c2e910-0a58-4067-b71b-48dd9880a0fe,03-5801967,28-08-2022
570,570,0d314aa6-09d0-405a-82f4-19ee1551eaa5,69-3766552,11-08-2022
571,571,a633d71c-755b-4b79-983f-430d5566ab8c,55-5734855,24-08-2022
572,572,4d7a85ab-9237-4c24-9af8-b0481b332e33,73-2654558,09-08-2022
573,573,1db5ab44-896a-4808-8221-18fd2c29c6ab,35-9973556,26-08-2022
574,574,7b945e44-4abc-42be-82cd-6dba2d71b9b2,96-4949608,22-08-2022
575,575,23eb516a-12e2-4021-a8d6-b7c1a06e9d59,64-0004025,26-08-2022
576,576,b664224b-e9d6-4704-906e-29b628422799,57-9271668,17-08-2022
577,577,528a2a3d-8a34-447c-b464-505d1a62ff7b,97-1039271,04-08-2022
578,578,81b2176b-33dc-4e86-bdfd-a4034747870e,15-2887598,16-08-2022
579,579,f24e1e43-7c92-4f59-8ab6-8c9ec6f581a7,32-6901998,01-08-2022
580,580,24abcfaf-e1d4-417b-8a46-319b4ade1d76,98-2590988,24-08-2022
581,581,ddd3ba2a-350a-41d8-b315-a940bd0cb145,72-2457720,18-08-2022
582,582,acbbf496-f2bf-4a1b-be97-db8bacc444e0,53-6456036,08-08-2022
583,583,9426cd28-2091-40f6-811b-a0c14055955d,85-0896789,17-08-2022
584,584,4aa8da92-2934-4cbc-99c8-5b450a330e2c,02-6098382,09-08-2022
585,585,3af9e55c-7662-4cff-9738-15a5e9712b38,83-1977189,17-08-2022
586,586,2693ab5d-3e3a-4d18-9905-c893d26905ec,53-8502036,26-08-2022
587,587,15b43614-66a0-46e6-9eb8-edfeec9516a7,10-7988777,26-08-2022
588,588,33182e37-ae29-4039-b67e-4b52ccbdf201,67-6285961,26-08-2022
589,589,c77f3875-4b4d-4575-93d5-606e57573118,62-4829318,23-08-2022
590,590,42b6db42-96a6-4f70-9ba1-0eb3c256caec,46-8326323,13-08-2022
591,591,f305b73b-e089-42a5-860f-7325aed1c607,17-8676655,12-08-2022
592,592,87634573-1094-4045-b52e-3e3ba796aa65,78-2049276,22-08-2022
593,593,d5c1bea9-24ed-4a29-b41a-97769da56f66,57-4015376,16-08-2022
594,594,5d45eda8-809b-4eb9-a863-be59c26b1500,04-3201771,16-08-2022
595,595,a7ba117c-4801-4485-a2a1-905eb4c61ddc,79-4907072,17-08-2022
596,596,537956ec-d4ea-41a5-8dbb-21cb9cc85a4a,93-8757266,30-08-2022
597,597,aa017109-de38-412a-b4eb-9f8bb2365425,56-3253104,27-08-2022
598,598,3f9bdf2e-c81f-4511-8751-fe0fe46d7f4f,43-9958344,17-08-2022
599,599,52c471c3-2aee-4f5e-a69c-326117d2cec8,96-2477756,07-08-2022
600,600,c2517787-f876-42f5-b151-6d4b7b74c69a,59-0965845,20-08-2022
601,601,9d32c268-3617-42a0-a06d-a73d349b3dc3,56-7724868,17-08-2022
602,602,99dfcdfa-af76-4279-8d67-057b190a1d54,46-8326323,10-08-2022
603,603,6902dee6-1609-474e-af49-1c733c880aff,83-7722614,24-08-2022
604,604,23c550eb-4b95-438f-961b-b1019cd56dfb,78-4021598,29-08-2022
605,605,545ca68e-818a-4da2-8b4a-a5644183a169,61-1054895,01-08-2022
606,606,19f09f95-93df-4130-91a8-7ef885122618,84-8783169,20-08-2022
607,607,c00f41b5-c68c-4538-a1da-e3861180cb71,16-8049656,22-08-2022
608,608,9c2e32be-3a98-4ded-ab3a-abfa2034633d,56-0202232,15-08-2022
609,609,92276250-7668-4b7a-a1b0-b62d61541a3c,37-6739425,27-08-2022
610,610,60a53a62-0872-4bd8-ae4b-e6b666fad5e7,70-6336105,08-08-2022
611,611,39d2a351-1bb1-4f65-bdf8-521c246609c2,26-7892906,18-08-2022
612,612,886bbead-5449-4ebc-9966-d24eece9fdc4,90-6830986,22-08-2022
613,613,4f0e3140-7f41-4e05-be9f-5f53ae2330c7,67-6285961,08-08-2022
614,614,59dfbf58-5fc4-4a99-abe3-595f62f24ea3,86-6798797,16-08-2022
615,615,1d372d9a-1b27-4fda-ac35-f86747ede3f4,19-0370733,26-08-2022
616,616,1641c5e8-f9d3-4ec3-987f-de6a7598a50c,10-7988777,22-08-2022
617,617,0aa647c5-d71a-4b73-9f47-d9cf5de3db31,58-0520880,25-08-2022
618,618,8dc76490-c1ad-4acb-bfca-cb8d1d3a1bd7,67-0102426,04-08-2022
619,619,0d4c0a2d-5cb8-446f-b6ef-b81afe6a810a,05-4983398,28-08-2022
620,620,d3046ad7-5585-4f16-bd26-320c2ef2ddd4,82-9295259,26-08-2022
621,621,0211680b-b4ed-42f0-8861-6e0a48f820f5,83-1498089,25-08-2022
622,622,2256b202-0d37-4e95-95db-28fa853696b5,85-0896789,12-08-2022
623,623,e70435d3-6ac5-4899-a18b-eed00ce7f6e4,28-6107702,30-08-2022
624,624,8e6d3d15-ccc4-4d78-b4a5-1467334cdcb9,03-5801967,20-08-2022
625,625,2694530c-32d3-485b-a4a0-ed86a1afa788,08-1124646,03-08-2022
626,626,275013ed-95b3-408a-9a71-5de8fcfc0e0d,82-5305051,18-08-2022
627,627,4e708e3a-257b-49a6-9f45-c3dc9a162075,88-1843659,07-08-2022
628,628,1aa0a0b5-bb9b-401b-b834-7d4b7e7575b0,03-5081613,06-08-2022
629,629,f4d3ccfd-f50b-4f6e-89b1-2c3c5fd560e6,95-3256521,23-08-2022
630,630,017dbff0-bc2f-4dda-b07c-733937b9e7b8,94-4238145,14-08-2022
631,631,e048f7d5-2ea3-47de-9b07-d463e216772d,88-8499997,25-08-2022
632,632,4b3fe37a-6c7c-4313-b4ea-50ee7fdf9d18,78-5780674,29-08-2022
633,633,550ef772-ddf1-49f3-bff3-a6c579fa539a,42-8495764,03-08-2022
